time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
1,99.9698221794514,79.6785286684355,72.7460548664855,69.3347455680796,66.5868116425229,65.8505244934386,63.030465558772,59.2623965531908,53.0323236059039,49.9801203894944
2,99.9695071533284,82.3179866302317,74.8014150551878,70.0289775983957,66.4607039613678,65.9411009271122,62.2895940405344,57.4473300173049,51.6324731233056,50.0229558451567
3,99.982683964835,84.3389110760999,76.6313663409536,71.0514179375949,66.4873200115053,65.8903929249871,61.3123372084957,56.2649416987748,51.1253399134709,49.9826450999837
4,100.038033786038,86.0793528965707,78.2949941737999,72.1608769425593,66.5879101989575,65.8797440629453,60.4179553319614,55.4187275707979,50.8653051595894,49.9826269040548
5,99.9971101865016,87.5093474915781,79.8309478718348,73.3911198932446,66.641736781442,65.8431348898897,59.6020831146728,54.8052861461287,50.7201935057298,49.9827776294028
6,99.9903969372171,88.8039500540607,81.215188080538,74.6181640869886,66.7332345265557,65.7532925555669,58.8384881392539,54.3523494833458,50.6450734394817,49.9794784701463
7,99.9679231476423,89.894364606487,82.5072322658325,75.7975555732378,66.8782068123418,65.7573880415896,58.2559311332236,53.9804571284309,50.5820061058881,49.9977212280702
8,100.046892499615,90.8037209365526,83.6083707913587,76.8888777673437,67.0369090108148,65.7539724267949,57.7364291409,53.6388722507131,50.5226045784618,50.0084447846405
9,99.9907455737803,91.6606777132876,84.689189016169,77.9346844477029,67.1552555445154,65.8325876720146,57.2939017651268,53.3957871598964,50.4608965648388,50.0165650840975
10,100.034448739648,92.3804586137893,85.680927757455,78.9610905792865,67.3401493387017,65.8646561307077,56.9005736059625,53.1904277066332,50.4613541297682,50.0145117568457
11,100.011532509713,93.0566130971747,86.6066943338159,79.9113774367469,67.5123173686798,65.9211079999089,56.6279675040006,53.0207350828533,50.4231123738453,50.0106355458896
12,99.9876611078033,93.6475422786623,87.3930295438609,80.7401658660677,67.6883339268117,66.0138540861782,56.4176432884611,52.8455542244165,50.3933361352644,49.9986298752521
13,100.037718174934,94.1514116245252,88.0890186990787,81.5736669955315,67.8875853569303,66.1604328298409,56.2112718494981,52.7292970353043,50.3580656323263,50.0104294076198
14,100.028485242728,94.543684485205,88.7354869102871,82.243036450138,68.1256759530523,66.3146652791972,56.0400953944836,52.6558888969671,50.3570087018147,50.022902974051
15,99.9964954283315,95.0101096352294,89.3055540699309,82.9095417520954,68.2786085018625,66.464543800533,55.9336666762873,52.5665457814369,50.3378555391628,50.0002887781149
16,100.031397692682,95.2903685351191,89.9047658876811,83.5435432471065,68.5087133980736,66.6250160757524,55.8200329393304,52.4790766602929,50.3259336515065,49.9902526557659
17,100.039844413718,95.6447242954606,90.3707821225881,84.1193125542791,68.7401489170246,66.7529877957709,55.7708490200321,52.456743869563,50.3484215398933,50.0144905591901
18,99.9929238543115,95.9581447176672,90.7838314201504,84.6417271264614,68.971710535932,66.9530231888779,55.7469648318272,52.3944598368738,50.320862255663,49.9868193481794
19,99.9834329419622,96.2158442816248,91.2037553690148,85.1095168928752,69.2143381113277,67.158027148407,55.7104593057794,52.3661023103477,50.2989152668658,49.9867151416637
20,100.009664710445,96.4021358467506,91.5419076350904,85.5796766489621,69.4081723654145,67.2940712394086,55.6646814358583,52.3327742040337,50.3115730883792,49.9982349699304
21,100.040199080871,96.6411332658953,91.9235116614588,85.9293764855031,69.6266744653441,67.5328677785672,55.6852000214783,52.3401801356606,50.3293032387298,50.0059693400608
22,100.020206644936,96.8370721689634,92.1860491074926,86.3244295127969,69.8667179879162,67.7263431691092,55.6759740347222,52.3376541407595,50.2971880077259,50.0057664700084
23,99.9877455102071,96.9372149617556,92.509572997136,86.6535629548862,70.0628238665215,67.8707403016372,55.7286148044719,52.3300761877012,50.3341370604238,49.9811311950778
24,100.023495592543,97.072797027819,92.6699586894345,86.9656427445546,70.3024344303871,68.0509132213759,55.7032076207506,52.333052614733,50.3043491457399,49.9811896764164
25,100.045410278647,97.2139761781396,92.9692531058845,87.2344190085773,70.4826679720307,68.2661612544338,55.7433479606231,52.3378003348676,50.3054996661729,49.9892229495648
26,100.00428131131,97.345015545663,93.154566059507,87.5408878335758,70.6883766802676,68.4767669892248,55.8103820250836,52.3844067019393,50.3002764913882,50.0117866403413
