time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
1,100.003147236864,79.6591072266889,72.7711776733593,69.3131761077268,66.5563040868938,65.8556099840944,63.0014237903802,59.2566690160172,53.0439198774323,50.0011345727546
2,100.004057919371,82.312745888879,74.8048743368322,70.0452024533434,66.4731654647185,65.936093015199,62.2606064130335,57.452160855355,51.6326538821062,49.9993692383292
3,99.9962698681629,84.3546290769887,76.6380568864405,71.0448655451171,66.4951392339625,65.9178212164164,61.342648149917,56.2508818884711,51.1039724920507,50.0004079104161
4,100.004133758561,86.0480787683754,78.2923148364765,72.1871357932302,66.5641274514124,65.868654935827,60.4188296741607,55.429963424831,50.8655974812032,49.9980805925639
5,100.001323592462,87.506381550139,79.8041040533708,73.3866196028177,66.6512751745053,65.8146862126754,59.5807805413366,54.827367901206,50.7295901819213,49.9977882718061
6,99.99597540405,88.7605277395837,81.1978148967693,74.5948651714403,66.7552275159128,65.7801814858377,58.8541126512143,54.3542672608307,50.6442205266367,50.0023988261199
7,99.9977849821887,89.8578831866044,82.4762076536934,75.7637253229633,66.8757387389882,65.7608382649328,58.2365332557621,53.9744519329664,50.5787543796247,49.9989241186343
8,100.000468815192,90.8178936390633,83.6498567500987,76.8885711571643,67.0157234432223,65.7716018790982,57.71591997619,53.6601205673098,50.5247667916277,50.000474871494
9,100.004575068354,91.6589931461579,84.7100249406766,77.9534840183928,67.1642033721448,65.8000145094778,57.287771186425,53.3992061889263,50.4831540927156,50.0023108051551
10,100.004648885352,92.3907542230697,85.687432082357,78.9479378934949,67.3267617666784,65.8582882700389,56.9317352057706,53.1803842648304,50.4493712440832,49.998428891317
11,99.9965761308168,93.049182118359,86.5682536389637,79.8799322626542,67.5064654115656,65.9350661296971,56.6339554703771,53.0008671418711,50.4203499600128,49.9984651990799
12,100.004705927818,93.6223535589727,87.3666079702259,80.7385213095494,67.6890117239377,66.0373319433764,56.3974945515697,52.8560147457018,50.3989935323503,49.9992082205232
13,100.004571669482,94.1281435178601,88.0905354676988,81.5364992724428,67.8910434153724,66.1552135693413,56.2002729056603,52.7333954679887,50.3816581060747,50.0021644894791
14,99.9998537564872,94.5784942880725,88.749633447121,82.2696193443642,68.0966620394925,66.2946452977819,56.0490534387938,52.6379774885101,50.3647224246298,49.9994533376831
