time,T_Cu1,T_Cu2,T_Inco1a,T_Inco1,T_H25a,T_H25b,T_Inco2,T_Inco2a,T_Cu3,T_Cu4
1,100.418922487452,79.3552133781451,72.7908186396764,69.3667212281373,66.3848460973458,66.1707410483831,63.0169013412162,59.3633327967092,52.8747263316609,50.0923444002099
2,100.102537261209,82.6655202995971,74.7276351135108,70.2874585731798,66.161177351834,66.1995834955759,62.353572306172,57.4599074236304,51.4267492781055,49.9715467555133
3,100.202138228305,84.4314859418467,76.6191212021421,71.0440592304524,66.6326199536086,66.1604872625838,61.270658313642,56.2643775362391,50.9529071323124,49.9678315399188
4,100.243674955204,86.3808592014298,78.6776723970454,72.1448356047797,66.2362443920827,66.0675757019912,60.5085307781579,55.2118560068638,50.679445912713,50.1465117577808
5,99.8851022767841,87.4386600308723,79.8899552777745,73.1324059763026,66.7263005414087,65.8536757722974,59.7370813028856,55.0999289874556,50.6421124558389,50.1577781848421
6,99.7515037891749,88.8585422350675,81.5601401143609,74.2410932114045,66.6960356365228,65.7256054546923,58.8981647483515,54.2783573444229,50.8715248056397,50.1260563268548
7,99.5367597374259,89.4733571404193,82.468648643092,75.9601417221861,66.7097865836671,65.5162704148055,58.3132894688313,54.0404939600459,50.5945017688404,50.1446279706606
8,99.9721228742474,91.202517340927,83.5939229356641,77.1166871853691,67.1151762350667,65.8701179774939,57.5903122380813,53.6013984892354,50.3995234439968,50.0006337265422
9,100.145072328435,91.7866495947216,84.9439101747368,77.7910925254167,67.0423180471619,66.0401494528462,57.4811937833796,53.135406446554,50.4537275818004,50.0275909613486
10,99.778969940402,92.029203349465,85.8935127461809,78.6452586577033,67.0601384948109,65.7090497336117,56.8872585806935,53.2064169614085,50.5364311053046,50.0653748691922
11,100.017860909872,93.2314866825795,86.5175742196528,79.7782700618696,67.5276909793422,66.1616401928212,56.7093233556344,53.0082318669743,50.4468216634288,49.7989945824232
12,99.7456666385998,93.52222459301,86.9771554275949,81.0049181772228,67.4648372325429,65.7546503696447,56.5828950554959,52.7218566831758,50.4542829670237,49.8728380909684
13,99.7975081744246,93.7375458779321,87.730157054412,81.8136713401559,68.1496905623645,66.0772673418491,56.071977501195,52.4947125551992,50.5629316102757,50.0578625711448
14,100.150474093242,94.3090576117346,89.0147335463551,82.4038789594962,68.208402165865,66.1392469100664,55.9912888814972,52.8155363486575,50.3040447508724,49.9024799788035
15,100.391393305521,94.7408992942483,89.4839516638675,83.323439101846,68.544591225883,66.2115457392557,55.9566295183046,52.3185823319465,50.4765885479261,50.1334838013756
16,100.361106466709,95.0750416382755,89.4627612082806,83.9307478407255,68.7037857001243,66.6900635244884,55.8030249002542,52.396208266348,50.1680377294833,49.8836145461835
17,99.7099150767623,95.8470890282259,90.4217394902195,83.8021983841823,68.9548447456515,66.6501599129492,55.5384365968172,52.5917514639904,50.1102202930069,49.7697531521258
18,99.8990939116043,96.1797681065865,91.0106856871101,84.7739580389724,69.0573626699832,67.2574250338878,55.8562924115101,52.6529796793402,50.2455558549207,49.8982808887665
19,100.387883023404,96.2342636958894,90.8550477124366,85.1092245001061,69.3338011694034,67.1319659837138,55.4306941088365,52.4230475199415,50.4809875294386,50.0281824875468
20,99.7565280119038,96.4664974688232,91.3127740477231,85.1921925340525,69.5412690688729,67.4802156205426,55.637621496905,52.5042136853138,50.25624483323,50.234537235544
21,100.466801604367,96.7436308860339,92.186209595324,86.3064028934313,69.5063562292161,67.1798781074878,55.4174122646169,52.4659307844502,50.5532601559739,50.0945623555671
22,100.119157352979,97.2690190218889,91.8650397285544,86.3304911750136,69.8716284096705,67.7706019696453,55.9488168327896,52.419983071004,50.3670182581134,50.1089406991938
