time,T_Cu1,T_Cu2,T_Inco1,T_Inco2,T_Cu3,T_Cu4
1,99.6080460366156,79.8963382352448,69.6052713057252,62.9963518836969,53.2767094863477,50.0485226148072
2,99.9598756289423,82.0984214999286,69.8877697009373,62.3272664178187,51.8680261064004,49.9652976001603
3,99.9508827536758,84.4424793382207,70.885107901763,61.1495730277897,50.8542277213696,50.1153590086608
4,100.051140335804,85.7229156772853,72.366400318997,60.638346447129,50.8509192308295,49.8805880852856
5,100.305404317008,87.5242426010464,73.1407170588358,59.9901769486256,50.9054910939876,49.7974038407918
6,100.200850072786,89.0679943579311,74.1268214666209,58.859600455315,50.5050330204857,49.9754817446456
7,100.372235503922,90.2398642200111,75.4964620427532,58.5035265957836,50.7415911221866,50.0700372551339
8,99.5521921524289,90.8144088475456,76.7958335421921,57.967605420838,50.6826338955128,49.8160194086844
9,99.7196813114054,91.4470344783861,77.3937800631924,58.0232148183079,50.5510019142885,49.976411214912
10,99.9596420101114,92.5236208002989,78.5214800469288,57.5330259542674,50.2041516450509,50.0760997994741
11,100.458533596129,93.4136102424892,79.2780718244156,57.1255094856093,50.3702968118864,50.163499165779
12,100.290045356979,93.5998376635139,79.8720627521677,56.9114043469955,50.6156666166625,49.9040384542101
13,99.9518746090425,94.5344635030814,80.5553814565517,57.0519463248171,50.4879105721652,49.9511817895025
14,99.8334281864609,94.240814379176,81.541341257234,57.161090971723,50.3248965003363,50.1921156580232
15,99.5590953126801,94.5449170939598,81.3754275308688,57.1510677505309,50.4445264754673,50.1002897550276
16,100.240905302894,95.0625906761797,82.0193656398086,57.1651124978493,50.2435250760009,49.8709361475738
17,100.006794524056,95.4584964234601,82.5913481369507,56.8488708416439,50.4059195315308,50.1299159078598
18,99.6999254131394,95.7483862031347,83.0977564051142,57.1081826824609,50.6116564704245,49.8954628685967
19,99.9271935511013,95.8792547898957,83.6895115460242,57.3809708718984,50.5458851020898,49.8887193594777
20,99.6686902787123,96.4558508749709,83.6623248113087,57.0489962088798,50.2628212424927,49.7530539015133
21,100.251694590855,96.0605455175184,83.9169088878963,57.5827310647218,50.4671666842344,49.9373555705728
22,99.8683508416288,96.5234664230371,84.4292872906745,57.730753122004,50.3081275156465,49.968466390366
23,100.44181779524,96.5651259987035,84.4216504207423,57.4691489215419,50.6301245229618,49.9021492344208
24,99.5171725409107,96.7046453211065,84.9580883118588,57.5246357771727,50.1810243829278,49.8954301653045
25,100.329055908779,96.6238143114578,84.8076609727815,57.8961122443466,50.2712426731139,49.8712581544425
26,100.126590974955,97.1990543126299,84.999613863918,58.2509464705252,50.5608798110832,50.2183418050112
27,100.038746515157,96.9869245841288,85.1393239083058,58.186169735046,50.2016633839661,50.1800951204135
28,100.15050763538,96.9428706093497,85.0534557197403,58.3023062871258,50.4343881559936,49.9486141302189
29,100.226629532307,96.8634567054832,85.0512135795478,58.5030701195616,50.5778766003342,49.9897095521793
30,99.5944885639206,97.2022161352467,85.1443932929057,58.430060958627,50.5545039667883,50.0324980465474
31,100.377573934308,97.5190643162964,85.9453646799749,58.580602034916,50.2611390518215,49.9948096947733
32,99.514362143946,97.8816073792884,85.4730542961254,59.1604905811814,50.418409609861,49.8849058163369
33,99.7943026268462,97.1182131398101,86.0920855987567,59.1460740786285,50.3820729709308,50.2448700710311
34,99.6799148785042,97.9999074285525,86.0359472281077,59.0868016175004,50.4544821136206,49.8418378481331
35,100.426294268198,97.2803241186443,86.2395558261887,59.5800623322741,50.5171261479523,50.180828362462
36,99.568180436827,97.9985440049987,86.3543460851398,59.2351935643736,50.3017768821745,49.7663162860532
37,100.081093227578,97.9946768953107,85.7203282205529,59.6042553060357,50.692652659594,49.9159790097933
38,100.137151222525,98.1349948695866,85.9860464954873,59.8901660707011,50.5660858936111,50.1243734978915
39,100.151269264765,97.3948723659463,86.5332843388381,59.7854067545929,50.3321951866046,50.0721832290908
40,100.364622012534,97.7744046352442,86.281619152627,59.9434309622189,50.5426639573579,49.8346189813258
41,99.555952529407,97.6950465389142,86.5317367674672,60.1362258876671,50.7341852026785,50.2261025503612
42,100.316855173774,97.4849945938169,86.2040432683386,60.471188753198,50.6657738268065,50.0216351176961
43,100.028922466328,97.8923285283261,85.8259792228472,60.5118541832911,50.6229767029296,49.8757067380779
44,100.194350560622,97.9356669480006,86.3734074681592,60.1901859264675,50.5182991781664,50.0392861549268
45,99.7124048962818,97.5639174325866,86.0546400489142,60.4196966075235,50.4202634837991,50.2077382995167
46,100.04327994625,97.8731114363954,86.3267551099341,60.5802122557936,50.5822595623714,50.1977982630722
47,100.202520272153,98.3414876556577,86.5110456384468,60.9712984771696,50.4259013626657,49.99125330869
48,100.45643455726,97.8610025991775,86.420873025071,60.7941783478597,50.4670224317818,49.9713699888819
49,99.9445421628735,98.0687902118661,86.4134576970872,60.7743117341769,50.7713928500924,49.9058774761242
50,99.5853978308126,97.7976781174409,86.2865919197246,61.0792436606979,50.7635964439412,49.7776568859908
51,99.5573401475413,97.434534475286,86.1280960221207,61.0909153769828,50.7227271041961,50.1268958867044
52,100.129450486099,97.6919915171533,86.2907589577067,61.4282899022965,50.7938895383123,49.8159737398805
53,100.296179066498,98.1941255165485,85.9305261068584,61.5288876438081,50.4206842042801,49.9279610595417
54,100.191191332858,97.7523738805404,86.4472966072972,61.5329798190266,50.5964680641316,49.9479354820074
55,99.8453078622152,97.4977979447094,86.7471459744237,61.5390919002004,50.6561527321539,50.1927606137448
